nameType,examples
boatTypes,airboat bananaboat barge bassboat boita bowrider bracera cabincruiser cableferry canoe capeislander captainsgig carboat carfloat catamaran centerconsole coble coracle cornishpilotgig crashrescueboat cruiseship cuddyboat cutter dhow dinghy dory dragger dragonboat driftboat drifter dugout durhamboat electricboat expresscruiser ferry fireboat fishingboat floattube flyak flyingboat foldingboat friendshipsloop fullriggedpinnace garbagescow gofastboat gondola greatlakesfreighter gundalow houseboat hovercraft hydrofoil hydroplane iceboat inflatableboat jetboat jetski jonboat jukung junk ketch landingcraft langschiff launch lifeboat lighter logboat longboat longship longtail lugger luxuryyacht mackinawboat masulaboat missileboat monitor motorboat motorlaunch narrowboat nordland norfolkwherry oiltanker optimist outriggercanoe paddlesteamer patrolboat personalwatercraft pinnace pirogue pleasurebarge pleasurecraft policewatercraft pontoon powerboat proa pumpboat punt raft reactionferry recreationaltrawler reedboat rigidhulledinflatable riverboat rodneyboat rowboat runabout sailboat sampan schooner scow seakayak seakayak shadboat shallop sharpie shikara ship shipstender skiboat skiff skipjack slipperlaunch sloop speedboat steamboat submarine supertanker surfboat swiftboat torpedoboat towboat trainferry trawler trimaran tugboat wakeboardboat walkaround waterambulance watertaxi weidling whaleboat yacht yawl zille
bodyParts,abdomen adamsapple ankle anus arm belly bellybutton bigtoe breast buttocks calf calf calves canines cheeks chest chin clavicles collarbone diaphragm ear earlobes elbow elbows esophagus eye eyebrows eyelashes eyelids feet finger fingernail foot forehead forehead gallbladder groin gums hair hand head hips intestines jaw kidney knee kneecap kneecap larynx leg lips liver molars mouth muscles nails navel nipples nose nostril palms penis penvis pupils rectum ribs scalp scrotum shinbone shoulderblades shoulders skin skull soles spine spleen sternum teeth tendons thigh thighs throat thumb tibia toes tongue tooth torso trachea vulva waist wrist
breads,aniseedbread bananabread banburycake bannock bathbun beatenbiscuit beerbread belgianbun biscuit bostonbun brownbread bun cardamombread carrotbread chelseabun cinnamonroll cocktailbun coffeecake cornbread currantbun danishpastry drippingcake eggwaffle farl fruitbun frybread gingerbread griddlescone honeybun hotcrossbun hushpuppy icedbun kingcake lardycake londonbun longevitypeach lotusseedbun mantecadas melonpan muffin muffin pancake parisbuns peanutbutterbun pineapplebun pumpkinbread pumpkinbread raisinbread saffronbun scone shortcake soboro sodabread sopaipilla stickybun stollen sweetroll tahiniroll teacake waffle welshcake zucchinibread
breakfastCereals,addamsfamilycereal allbran almonddelight alpen alphabits applecinnamoncheerios appleclones applejacks applejacksgliders appleraisincrisp applezingaroos applezings bakedapplelife bananafrostedflakes banananutcheerios berrryluckycharms berryberrykix berryburstcheerios berrykrispies booberry capncrunch captainplanetcereal caramelcrunchfuls ceccettios cheerios chocapic chococrunch chocolatecheerios chocolatechex chocolatecrunchfuls chocolatedonutz chocolateflake chocolatekrave chocolateoatcrunchlife chocolatetoastcrunch chrebetcrunch christmascrunch cinnabon cinnamoncheerios cinnamonchex cinnamoncrunch cinnamongrahams cinnamonjacks cinnamonlife cinnamonnutcheerios cinnamontoastcrunch cinnamontoasters cinnasaryapplejacks circusfun clackers clusters cocoafrostedflakes cocoahoots cocoakrispies cocoapebbles cocoapuffs cocopops cocoroos cocowheats colossalcrunch cometballs cookiecrisp cookiecrispbrownie cookiecrispcereal cornbran cornbransquares cornbursts cornchex cornflakes cornpops cornsoya cornysnaps countchocula cranberryalmondcrunch cranberrywheats crazycow crazyflakes crispix crispix crispycritters crispyrice crispywheats croonchystars crunchberries cruncheroos crunchybran crunchycornbran crunchynutcornflakes cupcakepebbles diamondshreddies dinersaurs dinkydonuts dinopebbles doublechex doubledipcrunch dynobites eggocereal fantuzflakes fiberone flutieflakes fortifiedoatflakes frankenberry freakies frenchtoastcrunch frootloops frootloops frostedcheerios frostedflakes frostedflakesgold frostedminichex frostedminiwheats frosties fruitbrute fruitharvest fruitycheerios fruitypebbles fruitypebbles goldencrisp goldengoals goldengrahams goldennuggets goldenpuffs goleancereal gorillamunch grahamchex granola granola granolove granula grapenutflakes grapenuts halfsies harvestcrunch honeybunny honeybuzzers honeycomb honeycomb honeycrisps honeycups honeygrahamchex honeykix honeynutcheerios honeypuffs honeyricekrispies honeysmacks honeysmacks hulkcereal iceberrypebbles jets jif jumbokrispies jurassicparkcrunch kaboom kingvitaman kix kokokrunch krispykritters krunchios krustyos littlebites luckycharms luckycharms magicpuffscereal mallowoats marshmallowpebbles millenios milocereal miniwheats moonstones muesli mueslix muffets multigraincheerios nestlenesquik nutrigrain oatbake oatbransquares oatcrisp oatibix oatkrunchies oatmealcookiecrisp oatmealcrisp oatmealsquares optivita orangeblossom peanutbuttercrunch pebblesboulders pebblescereal pinkpantherflakes pokemoncereal powdereddonutz pronutro prostarz puffapuffarice puffedrice puffedwheat puffins puffkins punchcrunch quakequangaroos quakerohs quisp railroadtracks raisinbran raisinbran raisinbranccrunch raisincrisps raisinlife raisinnutbran raisinsquares raisinwheats razzledazzlericekrispies readybrek reesespuffs reptarcrunch ricebubbles ricechex ricehoneys ricekrinkles ricekrispies rockyroad scoobydoo sesamestreetcereal shredddspoonfuls shreddedoats shreddedwheat shreddies shreddies shreks sirgrapefellow smartbbran smartstart smorz smurfberrycrunch snowflakes spidermancereal sprinklespangles stars starwarscereal strawberryblastedhoneycomb strawberryricekrispies strawberryshortcake strawberrysquares sugarcrisp sugarjets sugarpuffs sugarsmacks sugarsprinkledtwinkles sultanabran suncrunchers sunflakes supermanstars sweetenedwheatfuls teamflakes tigerpower toastedcinnamonsquares toastedwheatfuls toasties totalcinnamoncrunch totalcorn totalcranberrycrunch totalhoneyclusters triples triplesnack turbocereal twinkles unclesamcereal undercoverbears vanillycrunch veggieos vive wackies waffelos wafflecrisp weetabix weetabixminis weetbix weetbix weetos wheatena wheathoneys wheaties wheatstax wildanimalcrunch winterfruitypebbles yogactive zanyfruits
britishDesserts,angelcake angeldelight applecake applepie arcticroll bakewelltart banburycake banoffeepie battenbergcake blackbun blancmange brandysnaps breadpudding cabinetpudding carawayseedcake carrotcake chelseabun chorleycake christmaspudding clootie cobbler cranachan crumble custardtart  dundeecake ecclescake empirebiscuit etonmess fatrascal figgypudding flummery fruitfool fruithat fudgedoughnut gypsytart happyfaces icecream jaffacakes jamrolypoly knickerbockerglory lardycake lardycake liverpooltart madeiracake maltloaf malvernpudding manchestertart mincepie parkin penguin pinkwafer poundcake raspberryripple rhubarbpie ricepudding rockcake scone shortcake shrewsburycake spongecake spoom spotteddick suetpudding summerpudding tottenhamcake treaclespong treacletart trifle welshcake
brythonicDesserts,abandinus abellio abnoba adsullata aericura agrona alaunus alisanos ambisagrus ancamna ancasta andarta andraste anextiomarus ankou arausio arduinna arnemetia artio arvernus atepomarus aufaniae aventia aveta barinthus belatucadros belenus belisama borrum borvo brigantia britannia buxenus campestres camulus canetonnessis cernunnos cicolluis cimbrianus cissonius clota cocidius condatis contrebis coventina damara damona esus fagus grannus hueteris huetiris intarabus iovantucarus latobius lenus leucetios lugus luxovius luxovius maponos maponus moguns moritasgus mullo nemausus nerius nodens ogmios robor rudianos sedatus segomo smertrios sucellos taranis toutatis tridamos veteris vheteris vindonnus vinotonus virotutis visucius vitiris vosegus
buildingTypes,airportterminal amphitheater apartmentblock archive arsenal artgallery asylum barn barracks basilica blockhouse boardingschools boathouse brewery bungalow bunker busstation capitol carshop carwash castle cathedral chapel chickencoop church cinema citadel cityhall classroom college concerthall condominium consulate conventioncenter courthouse cowshed dormitory duplex embassy factory farmhouse firestation firetemple fortress forum foundry garage gasstation granary greenhouse gymnasium hayloft hospitals hotel house internetcafe library lighthouse market markethouse meetinghouse metrostation mill milling monastery moothall museum nursinghome operahouse oratory pagoda palace parkinggarage parliament pigpen policestation postoffice powerplant prison railwaystation restaurant rootcellar school shed shop shoppingmall shrine signalbox silo skyscraper smelting stable storagesilo stormcellar sty subwaystation supermarket synagogue taxistation temple theater townhouse unit villa warehouse wellhouse winery chickenhouse
cakes,angelcake angelfoodcake applecake applesaucecake avocadocake babka bananabread bananacake bananacake banoffeepie barabrith batikcake battenbergcake baumkuchen bebinca beercake bibingka birthdaycake blackforestcake blackforestgâteau blackoutcake blitztorte bostoncreampie brazilnutcake brownie buccellato bundtcake buttercake butterflycake butterkuchen carrotcake caterpillarcake charlotte cheesecake chestnutcake chiffoncake chocolatecake christmascake clementinecake coconutcake coffeecake cremeschnitte croquembouche crystalcake cucumbercake cupcake dateandwalnutloaf dateloaf datesquare depressioncake devilsfoodcake doboscake dundeecake dutchcarnivalcake ecclescake eroticcake fatrascal figcake flourlesschocolatecake fondantfancy fragelité frogcake fruitcake genoacake genoesecake germanchocolatecake gingerbread gooeybuttercake goosebreast halloweencake hashbrownies hotmilkcake icecreamcake jaffacakes kievcake kingcake kranzcake lanecake layercake lemoncake madeiracake marblecake misérablecake moltenchocolatecake mooncake muffin napeleonscake nasturtiumcake onioncake operacake pancake panettone panpepato parkin pavlova petitgâteau plumcake poundcake princesscake prinzregententorte pumpkinbread queenelizabethcake raisincake redbeancake redvelvetcake rockcake rumbaba rumcake sachertorte sesameseedcake simnelcake snowballcake snowskinmooncake soufflé spicecake spitcake spongecake stackcake strawberrycake suncake swissroll teacake tealoaf tiramisu upsidedowncake victoriaspongecake walnutloaf weddingcake welshcake whoopiepies winecake
capitolCities,abudhabi abuja adamstown addisababa algiers amman amsterdam ankara antananarivo asmara astana athens baghdad bangkok basseterre beijing beirut belgrade berlin bern bloemfontein bogota brasilia bratislava brazzaville bridgetown brussels bucharest budapest buenosaires cairo canberra capetown caracas cayenne cockburn town conakry copenhagen dakar damascus dhaka djibouti doha douglas dublin dushanbe freetown funafuti gaborone georgetown gibraltar grozny gustavia hamilton hanoi harare hargeisa havana helsinki hongkong honiara islamabad jakarta jamestown jerusalem juba kabul kathmandu khartoum kiev kingston kingstown kualalumpur kuwaitcity libreville lima lisbon london luxembourg madrid manila maputo marigot maseru mexicocity minsk mogadishu monaco monrovia montevideo moscow muscat nairobi nassau nicosia oslo ottawa paris philipsburg phnompenh plymouth prague praia pretoria pristina pyongyang quito rabat ramallah reykjavik riga riyadh roadtown rome roseau saipan sanjose sanjuan sanmarino sansalvador santiago santodomingo saotome sarajevo seoul singapore skopje sofia stanley stockholm sukhumi suva taipei tallinn tashkent tehran tokyo tripoli tunis vaduz valletta vaticancity victoria vienna vientiane vilnius warsaw washington wellington windhoek zagreb
carBrands,aerocar albion alphasports amarok americar amherst ascort astonmartin astra audi avallone beetle bentley bianco buchanan buffalo bugatti bugatti buick caddy cadillac chalmers cheetah chevrolet chrysler citroen corrado crosslander dasher daytona delahay delorean derby desoto detroit dodge dodge eagle eniak eos escort fargo feresa fiat fiesta focus ford ford fox frontera fusion geronimo golf granada holden hummer hyundai hyundai jaguar jeep kia lafayette lamborghini landrover lexus lotus  lupo maxwell mclaren microcar mini nissan oakland oldsmobile peugeot piedmont  pioneer plymouth pontiac porsche prodrive puma rainier ram ranger renault rochester rockway rollsroyce saturn scripps booth sheridan shrike sierra statesman toyota trabant tramontana valiant vauxhall venturi viking volkswagen volvo welch
carParts,accessorybelt adjustablepedal airbag airblower airdam airduct airfilter airintake airspring alarm alternator alternatorbearing alternatorbracket alternatorfan ammeter anchor antennaassembly antennacable armrest axleshaft babyseat balljoint battery battery batterybox batterycable batteryplate batterytray beamaxle bellhousing benchseat bleednipple boltcap bonnet bonnetlatch boot bootlatch bracket brakebackingpad brakecoolingduct brakedisc brakedrum brakeducthose brakefluid brakelining brakelining brakepad brakepedal brakepiston brakepump brakeroll brakerotor brakeservo brakeshoe brakewarninglight bucketseat bumper cables caliper camshaft camshaftbearing camshaftfastener camshaftfollower camshaftpushrod carburetor carburetor parts carrierassembly catalyticconverter centerconsole chokecable clinometer clutchassembly clutchcable clutchdisk clutchfan clutchfork clutchhose clutchlever clutchlining clutchpedal clutchshoe clutchspring coilspring combinationvalve connectingrod connectingrodbolt connectingrodwasher controlarm coolanthose coolingfan cotterpin cowlscreen crankcase crankpulley crankshaft cylinderhead dashboard decal decklid dieselengine differential distributor distributor distributorcap doorcontact doorhandle doorlatch doorlock doorswitch draglink drivebelt driveshaft dynamicseal dynamometer engineblock enginecontrolunit enginecradle enginevalve exhaustgasket exhaustmanifold exhaustpipe exocage fanbelt fanblade fanclutch fascia fastener fastener fender flangenut flywheel foglight frameswitch frontclip frontfascia frontspoiler fuelcap fuelcell fuelcooler fuelfiller fuelfilter fuelgauge fuelhose fuelinjector fuelline fuelpump fuelrail fueltank fueltank fuse fusebox gasket gear gearbox gearcoupling gearpump gearring gearstick glass glovecompartment glowplug grabhandle grill grille groundstrap halogen harmonicbalancer hatch headerpanel headlight headlightmotor headrest heater heatshield hexnut hinge holddownsprings hood hoodlatch hose hubcap hydrometer idlerarm idlergear ignitionbox ignitioncoil ignitionmagneto ignitionswitch indicatorlight intakemanifold interiorlight kingpin knuckle label licenseplate mainharness mastercylinder meteringvalve milometer mirror mounting muffler nameplate needlebearing nut odometer oilfilter oilgasket oilpan oilpipe oilpump oilstrainer oring otherbelts outputshaft overflowtank paint panhardrod performancechip performancemonitor phonemount pinion pinionbearing piston pitmanarm poppetvalve propshaft pulleypart quarterpanel rackend radiator radiatorbolt radiatorgasket radio rearspoiler relayconnector remotelock reservoir resonator rims rivet rocker rockerarm rockercover rollcage rollerbearing roofrack rubber rubberspring screw seatbelt seatbracket seatcover seattrack shiftcable shiftfork shiftimprover shiftknob shiftlever shim shockabsorber shoeweb sidelighting siren slavecylinder sleevebearing spacerring sparkingcable sparkplug speaker speedcontroller speedometer speedometercable speedometercalibrator speedometergear speedreducer spidergears spindle spiralspring spoiler spring starter starterdrive startermotor startermotor starterpinion starterring startersolenoid steeringarm steeringbox steeringgear steeringrack steeringshaft steeringwheel strut stubaxle subwoofer sunroof sunroofmotor sunvisor switchcover switchpanel tachometer taillight tappet temperaturegauge thermostat thermostat throttlebody tiebar tierod tierodend timingtape tire tirepressuregauge trailingarm transaxlehousing transfercase transmissioncomputer transmissiongear transmissionpan transmissionspring transmissionyoke trap trimpackage trunk trunklatch tuner tyre tyre universaljoint vacuumbrakebooster vacuumgauge valance valvecover valvehousing valvespring valvestem seal voltageregulator voltmeter washer washerhose waterneck waterpipe waterpump waterpump gasket watershield watertank wheelcylinder wheelstud windowmotor windowregulator windows windowseal windscreen windshield wiringconnector wristpin controlharness floorharness gasolineengine manometer petrolengine wheelbearing
chineseCities,aksu alashankou altay anda anda andong anguo ankang anlu anning anqing anqiu anshan anshun anyang aral artux arxan baicheng baise baishan baiyin baoding baoji baoshan baotou barkam bayannur bazhong bazhou beian beihai beijing beiliu beining beipiao beitun beizhen bengbu benxi bijie binzhou bole botou bozhou cangzhou cenxi chamdo changchun changde changge changji changle changning changsha changshu changyi changzhi changzhou chaohu chaoyang chaozhou chengde chengdu chenzhou chibi chifeng chishui chizhou chongqing chongzhou chongzuo chuxiong chuzhou cixi daan dali dalian dandong dangyang danjiangkou danyang danzhou daqing dashiqiao datong daxian daye dayong dazhou dehui delingha dengfeng dengta dengzhou dexing deyang dezhou diaobingshan dihua dingxi dingzhou dongfang donggang dongguan dongning dongtai dongxing dongyang dongying dujiangyan dukou dunhua dunhuang duyun emeishan enping enshi erenhot ergun ezhou fangchenggang feicheng fengcheng fengcheng fenghua fengzhen fenyang foshan fuan fuding fujin fukang fuqing fuquan fushun fuxin fuyang fuyu fuyuan fuzhou fuzhou gaizhou ganzhou gaoan gaobeidian gaomi gaoping gaoyou gaozhou gejiu genhe golmud gongqingcheng gongyi gongzhuling guangan guanghan guangshui guangyuan guangzhou guigang guilin guiping guisui guixi guiyang gujiao guyuan haicheng haidong haikou hailin hailun haimen haining haiyang hami hancheng hanchuan handan hangzhou hanzhong harbin hebi hechi hefei hegang heihe hejian hejin helong hengshui hengyang heshan heshan heyuan heze hezhou hezuo hohhot holingol hongkong honghu hongjiang hotan houma huadian huaian huaibei huaihua huainan huaiyin huanggang huanghua huangshan huangshi huayin huaying huazhou huixian huizhou hulin huludao hulunbuir hunchun hunjiang huozhou huzhou jiamusi jian jian jiande jiangmen jiangshan jiangyin jiangyou jianou jianyang jiaohe jiaozhou jiaozuo jiaxing jiayuguan jieshou jiexiu jieyang jilin jimo jinan jinchang jincheng jingdezhen jinggangshan jinghong jingjiang jingmen jingsha jingxi jingzhou jinhua jining jinjiang jinshi jinxi jinzhong jinzhou jinzhou jishou jiujiang jiuquan jixi jiyuan jurong kaifeng kaili kaiping kaiyuan kaiyuan kangding karamay kashgar khorgas kokdala korla kunming kunshan kunyu kuytun laibin laiwu laixi laiyang laizhou langfang langzhong lanxi lanzhou laohekou lechang leiyang leizhou leling lengshuijiang leping leshan lhasa lianjiang lianyuan lianyungang lianzhou liaocheng liaoyang liaoyuan lichuan lijiang liling linan lincang linfen lingbao linghai lingwu lingyuan linhai linjiang linqing linxia linxiang linyi linzhou lishui liupanshui liuyang liuzhou liyang longhai longjing longkou longnan longquan longyan loudi luan lucheng lufeng luoding luohe luoyang lushan lushui luxi luzhou lüda lüliang maanshan macau macheng mang manzhouli maoming meihekou meishan meixian meizhou mengzhou mengzi mianyang mianzhu mile miluo mingguang mishan mudanjiang muling nanan nanchang nanchong nangong nanjing nanning nanping nantong nanxiong nanyang nanzheng nehe neijiang ningan ningbo ningde ningguo nyingchi ordos panjin panshi panzhihua penglai pengzhou pingdingshan pingdu pinghu pingliang pingxiang pingxiang pizhou puer puning puqi putian puyang qianan qianjiang qidong qingdao qingtongxia qingyang qingyuan qingzhen qingzhou qinhuangdao qinyang qinzhou qionghai qionglai qiqihar qitaihe qixia quanzhou qufu qujing quzhou renhuai renqiu rizhao rongcheng rugao ruian ruichang ruijin ruili rushan ruzhou sanhe sanmenxia sanming sansha sanya shahe shanghai shangluo shangqiu shangrao shangrila shangzhi shannan shantou shanwei shaoguan shaoshan shaowu shaoxing shaoyang shengzhou shenyang shenzhen shenzhou shifang shigatse shihezi shijiazhuang shishi shishou shiyan shizuishan shouguang shuanghe shuangliao shuangyashan shulan shuozhou sihui simao siping songyuan songzi sucheng suifenhe suihua suining suixi suizhou suqian suzhou suzhou tacheng taian taicang taishan taixing taiyuan taizhou taizhou tangshan taonan tengchong tengzhou tianchang tianjin tianmen tianshui tiefa tieli tieling tiemenguan tongcheng tongchuan tonghua tongjiang tongliao tongling tongren tongshi tongxiang tumen tumxuk turpan ulanhot ulanqab wafangdian wanning wanyuan weifang weihai weihaiwei weihui weinan wenchang wenling wenzhou wuan wuchang wuchuan wudalianchi wugang wugang wuhai wuhan wuhu wujiaqu wusu wuwei wuxi wuxue wuyishan wuzhishan wuzhong wuzhou xiamen xian xian xiangcheng xiangfan xiangtan xiangxiang xiangyang xianning xiantao xianyang xiaogan xiaoyi xichang xilinhot xingcheng xinghua xingning xingping xingshan xingtai xingyang xingyi xinhailian xining xinji xinle xinmi xinmin xintai xinxiang xinyang xinyi xinyi xinyu xinzheng xinzhou xuancheng xuanwei xuchang xuzhou yaan yakeshi yanan yancheng yangchun yangjiang yangquan yangzhong yangzhou yanji yanshi yantai yibin yichang yicheng yichun yichun yidu yima yinchuan yingcheng yingde yingkou yingtan yining yiwu yixing yiyang yizheng yizhou yongan yongcheng yongji yongkang yongzhou yuanjiang yuanping yucheng yueqing yueyang yulin yulin yumen yuncheng yunfu yushu yushu yuxi yuyao yuzhou zaoyang zaozhuang zhalantun zhangjiagang zhangjiajie zhangjiakou zhangping zhangqiu zhangshu zhangye zhangzhou zhanjiang zhaodong zhaoqing zhaotong zhaoyuan zhengzhou zhenjiang zhicheng zhijiang zhongshan zhongwei zhongxiang zhoukou zhoushan zhuanghe zhucheng zhuhai zhuji zhumadian zhuozhou zhuzhou zibo zigong zixing ziyang zoucheng zunhua zunyi
